,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_flag_url
4829,209532,https://sofifa.com/player/209532/daniel-bachmann/220002,D. Bachmann,Daniel Bachmann,GK,70,73,1600000.0,20000.0,26,1994-07-09,191,81,1795.0,Watford,English Premier League,1.0,GK,26.0,2024.0,Austria,Right,3,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,14,17,12,37,16,14,18,20,39,27,50,37,40,74,44,51,57,36,75,15,31,26,13,36,31,51,14,11,11,69,67,68,65,71,45.0,31+2,31+2,31+2,28,30,30,30,28,31+2,31+2,31+2,30+2,32+2,32+2,32+2,30+2,28+2,32+2,32+2,32+2,28+2,27+2,28+2,28+2,28+2,27+2,69+2,https://cdn.sofifa.net/players/209/532/22_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/at.png
4905,215213,https://sofifa.com/player/215213/axel-werner/220002,A. Werner,Axel Wilfredo Werner,GK,70,76,2000000.0,8000.0,25,1996-02-28,191,85,468.0,Elche CF,Spain Primera Division,1.0,SUB,25.0,2023.0,Argentina,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,14,19,15,25,12,13,20,15,19,23,41,46,34,55,43,56,58,38,75,18,24,27,16,50,23,52,15,13,17,74,72,75,68,70,43.0,30+2,30+2,30+2,26,29,29,29,26,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,26+2,28+2,28+2,28+2,26+2,26+2,28+2,28+2,28+2,26+2,69+2,https://cdn.sofifa.net/players/215/213/22_120.png,https://cdn.sofifa.net/teams/468/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/ar.png
4935,219584,https://sofifa.com/player/219584/luca-lezzerini/220002,L. Lezzerini,Luca Lezzerini,GK,70,73,1600000.0,9000.0,26,1995-03-24,195,86,205.0,Venezia FC,Italian Serie A,1.0,GK,12.0,2023.0,Italy,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,13,13,12,31,17,14,15,14,22,24,46,44,39,70,38,47,55,32,66,19,24,18,15,25,25,65,19,19,14,71,66,63,69,73,45.0,29+2,29+2,29+2,26,28,28,28,26,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,28+2,28+2,28+2,27+2,27+2,28+2,28+2,28+2,27+2,69+2,https://cdn.sofifa.net/players/219/584/22_120.png,https://cdn.sofifa.net/teams/205/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
4939,219836,https://sofifa.com/player/219836/orlando-ruben-yanez-alabart/220002,Rubén Yáñez,Orlando Rubén Yáñez Alabart,GK,70,72,1500000.0,11000.0,27,1993-10-12,190,85,1860.0,Getafe CF,Spain Primera Division,1.0,SUB,1.0,2023.0,Spain,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,15,13,20,27,19,16,20,15,22,14,44,43,51,68,28,48,59,38,68,17,20,19,18,30,25,47,12,14,13,69,68,64,68,72,44.0,29+2,29+2,29+2,26,27,27,27,26,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,25+2,25+2,25+2,26+2,25+2,26+2,26+2,26+2,25+2,69+2,https://cdn.sofifa.net/players/219/836/22_120.png,https://cdn.sofifa.net/teams/1860/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
4948,220383,https://sofifa.com/player/220383/aaron-escandell/220002,Aarón,Aarón Escandell Banacloche,GK,70,75,1900000.0,9000.0,25,1995-09-27,185,71,110832.0,Granada CF,Spain Primera Division,1.0,GK,13.0,2023.0,Spain,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,20,15,24,27,19,19,25,18,31,22,39,34,41,69,56,50,69,45,51,16,22,24,12,28,21,42,30,19,18,67,70,66,67,72,37.0,29+2,29+2,29+2,26,27,27,27,26,27+2,27+2,27+2,28+2,29+2,29+2,29+2,28+2,30+2,30+2,30+2,30+2,30+2,30+2,30+2,30+2,30+2,30+2,69+2,https://cdn.sofifa.net/players/220/383/22_120.png,https://cdn.sofifa.net/teams/110832/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
4997,224836,https://sofifa.com/player/224836/vanja-milinkovic-savic/220002,V. Milinković-Savić,Vanja Milinković-Savić,GK,70,75,1900000.0,13000.0,24,1997-02-20,202,90,54.0,Torino F.C.,Italian Serie A,1.0,GK,32.0,2024.0,Serbia,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,18,20,12,31,16,15,55,59,30,18,40,45,37,63,38,59,58,33,73,45,34,21,12,50,24,65,11,15,19,69,69,78,69,70,42.0,31+2,31+2,31+2,28,30,30,30,28,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,27+2,29+2,29+2,29+2,27+2,26+2,28+2,28+2,28+2,26+2,69+2,https://cdn.sofifa.net/players/224/836/22_120.png,https://cdn.sofifa.net/teams/54/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/rs.png
5188,236758,https://sofifa.com/player/236758/oliver-christensen/220002,O. Christensen,Oliver Christensen,GK,70,78,3100000.0,14000.0,22,1999-03-22,190,82,166.0,Hertha BSC,German 1. Bundesliga,1.0,SUB,32.0,2026.0,Denmark,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,10,5,9,45,5,16,16,11,49,19,37,38,33,58,34,47,64,42,64,6,32,13,6,65,10,47,14,13,11,74,68,63,68,71,37.0,24+2,24+2,24+2,25,27,27,27,25,32+2,32+2,32+2,30+2,35+2,35+2,35+2,30+2,25+2,32+2,32+2,32+2,25+2,24+2,25+2,25+2,25+2,24+2,69+2,https://cdn.sofifa.net/players/236/758/22_120.png,https://cdn.sofifa.net/teams/166/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/dk.png
5242,240311,https://sofifa.com/player/240311/luca-zidane/220002,L. Zidane,Luca Zinedine Zidane,GK,70,78,3100000.0,7000.0,23,1998-05-13,183,78,480.0,Rayo Vallecano,Spain Primera Division,1.0,SUB,1.0,2022.0,France,Right,3,1,1,Medium/Medium,Lean (170-185),Yes,,,,,,,12,8,12,22,6,10,14,11,15,14,33,32,40,64,49,49,67,38,50,5,16,14,5,52,19,33,13,11,13,72,68,65,70,71,33.0,22+2,22+2,22+2,21,23,23,23,21,24+2,24+2,24+2,23+2,24+2,24+2,24+2,23+2,22+2,23+2,23+2,23+2,22+2,22+2,22+2,22+2,22+2,22+2,69+2,https://cdn.sofifa.net/players/240/311/22_120.png,https://cdn.sofifa.net/teams/480/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/fr.png
5280,242818,https://sofifa.com/player/242818/finn-dahmen/220002,F. Dahmen,Finn Gilbert Dahmen,GK,70,80,3100000.0,8000.0,23,1998-03-27,187,82,169.0,1. FSV Mainz 05,German 1. Bundesliga,1.0,SUB,1.0,2023.0,Germany,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,14,8,12,40,5,25,13,12,37,30,47,43,52,66,56,52,75,31,48,6,20,13,9,34,11,33,19,12,11,73,65,69,67,74,45.0,28+2,28+2,28+2,29,30,30,30,29,31+2,31+2,31+2,31+2,31+2,31+2,31+2,31+2,27+2,29+2,29+2,29+2,27+2,26+2,25+2,25+2,25+2,26+2,69+2,https://cdn.sofifa.net/players/242/818/22_120.png,https://cdn.sofifa.net/teams/169/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
5471,139668,https://sofifa.com/player/139668/federico-marchetti/220002,F. Marchetti,Federico Marchetti,GK,69,69,150000.0,4000.0,38,1983-02-07,188,83,110556.0,Genoa,Italian Serie A,1.0,RES,22.0,2022.0,Italy,Left,3,1,2,Medium/Medium,Normal (185+),No,,,,,,,13,17,12,36,12,11,14,12,35,20,55,50,60,75,51,47,82,34,62,13,36,22,12,45,22,64,9,12,14,66,67,62,70,67,53.0,30+2,30+2,30+2,29,30,30,30,29,32+2,32+2,32+2,30+2,31+2,31+2,31+2,30+2,28+2,30+2,30+2,30+2,28+2,27+2,27+2,27+2,27+2,27+2,68+1,https://cdn.sofifa.net/players/139/668/22_120.png,https://cdn.sofifa.net/teams/110556/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
5476,149309,https://sofifa.com/player/149309/antonio-rosati/220002,A. Rosati,Antonio Rosati,GK,69,69,150000.0,10000.0,38,1983-06-26,195,88,110374.0,Fiorentina,Italian Serie A,1.0,SUB,25.0,2022.0,Italy,Right,1,1,1,Medium/Medium,Normal (185+),No,,,,,,,11,8,10,24,14,11,15,16,31,21,32,31,36,73,50,35,68,36,65,12,22,9,7,43,25,58,11,10,12,68,69,46,70,68,32.0,23+2,23+2,23+2,23,24,24,24,23,26+2,26+2,26+2,25+2,27+2,27+2,27+2,25+2,22+2,25+2,25+2,25+2,22+2,22+2,23+2,23+2,23+2,22+2,68+1,https://cdn.sofifa.net/players/149/309/22_120.png,https://cdn.sofifa.net/teams/110374/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
5488,167931,https://sofifa.com/player/167931/rob-elliot/220002,R. Elliot,Rob Elliot,GK,69,69,150000.0,11000.0,35,1986-04-30,190,94,1795.0,Watford,English Premier League,1.0,RES,35.0,2023.0,Republic of Ireland,Left,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,16,11,13,28,13,15,16,12,31,22,42,34,54,60,42,56,52,31,71,12,12,22,12,35,43,52,15,12,15,70,65,74,69,70,39.0,27+2,27+2,27+2,25,26,26,26,25,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,25+2,27+2,27+2,27+2,25+2,24+2,25+2,25+2,25+2,24+2,68+1,https://cdn.sofifa.net/players/167/931/22_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/ie.png
5519,184084,https://sofifa.com/player/184084/matthieu-dreyer/220002,M. Dreyer,Matthieu Dreyer,GK,69,69,700000.0,7000.0,32,1989-03-20,188,81,217.0,FC Lorient,French Ligue 1,1.0,SUB,1.0,2023.0,France,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,10,10,14,31,16,16,10,13,13,21,47,53,45,59,40,50,75,27,68,14,21,19,10,22,11,54,11,14,10,69,70,67,65,71,49.0,28+2,28+2,28+2,25,26,26,26,25,25+2,25+2,25+2,25+2,23+2,23+2,23+2,25+2,24+2,24+2,24+2,24+2,24+2,24+2,26+2,26+2,26+2,24+2,68+1,https://cdn.sofifa.net/players/184/084/22_120.png,https://cdn.sofifa.net/teams/217/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
5524,184781,https://sofifa.com/player/184781/denis-petric/220002,D. Petrić,Denis Petrić,GK,69,69,450000.0,9000.0,33,1988-05-24,187,80,71.0,FC Nantes,French Ligue 1,1.0,RES,30.0,2022.0,Serbia,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,11,12,11,18,16,14,10,12,13,21,44,43,34,67,41,46,57,30,57,14,19,13,12,25,22,53,11,13,12,69,63,61,71,72,44.0,26+2,26+2,26+2,24,25,25,25,24,23+2,23+2,23+2,24+2,22+2,22+2,22+2,24+2,23+2,22+2,22+2,22+2,23+2,23+2,22+2,22+2,22+2,23+2,68+1,https://cdn.sofifa.net/players/184/781/22_120.png,https://cdn.sofifa.net/teams/71/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/rs.png
5619,199574,https://sofifa.com/player/199574/alexandre-letellier/220002,A. Letellier,Alexandre Letellier,GK,69,70,1000000.0,21000.0,30,1990-12-11,193,93,73.0,Paris Saint-Germain,French Ligue 1,1.0,RES,60.0,2022.0,France,Right,2,1,2,Medium/Medium,Normal (185+),No,,,,,,,13,10,11,28,13,11,19,13,23,16,37,39,32,67,20,47,57,31,72,14,25,24,14,22,20,51,15,13,11,68,67,62,67,72,38.0,26+2,26+2,26+2,22,24,24,24,22,23+2,23+2,23+2,24+2,24+2,24+2,24+2,24+2,25+2,26+2,26+2,26+2,25+2,24+2,26+2,26+2,26+2,24+2,68+2,https://cdn.sofifa.net/players/199/574/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
5741,211398,https://sofifa.com/player/211398/marc-aurele-caillard/220002,M. Caillard,Marc-Aurèle Caillard,GK,69,72,1400000.0,7000.0,27,1994-05-12,191,87,68.0,FC Metz,French Ligue 1,1.0,SUB,30.0,2022.0,France,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,9,13,32,8,11,15,7,27,24,48,39,34,62,45,44,54,33,80,13,25,15,7,14,18,53,8,15,9,73,64,59,70,72,44.0,26+2,26+2,26+2,23,24,24,24,23,24+2,24+2,24+2,25+2,24+2,24+2,24+2,25+2,24+2,26+2,26+2,26+2,24+2,24+2,26+2,26+2,26+2,24+2,68+2,https://cdn.sofifa.net/players/211/398/22_120.png,https://cdn.sofifa.net/teams/68/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
5936,228456,https://sofifa.com/player/228456/juan-manuel-perez-ruiz/220002,Juan Pérez,Juan Manuel Pérez Ruiz,GK,69,75,1800000.0,8000.0,24,1996-07-15,187,83,479.0,CA Osasuna,Spain Primera Division,1.0,SUB,13.0,2024.0,Spain,Right,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,16,17,18,26,19,21,17,19,25,12,32,35,34,57,33,45,45,28,69,13,23,22,20,30,24,41,15,14,20,69,67,60,69,73,33.0,28+2,28+2,28+2,24,26,26,26,24,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,24+2,25+2,25+2,25+2,24+2,24+2,26+2,26+2,26+2,24+2,68+2,https://cdn.sofifa.net/players/228/456/22_120.png,https://cdn.sofifa.net/teams/479/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
6215,243675,https://sofifa.com/player/243675/kjell-scherpen/220002,K. Scherpen,Kjell Scherpen,GK,69,81,3000000.0,12000.0,21,2000-01-23,202,85,1808.0,Brighton & Hove Albion,English Premier League,1.0,SUB,16.0,2025.0,Netherlands,Right,5,1,1,Medium/Medium,Normal (185+),No,,,,,,,11,9,10,26,8,12,12,13,25,17,37,46,37,62,42,50,42,37,69,8,25,7,8,34,12,51,14,11,10,69,66,66,69,70,41.0,25+2,25+2,25+2,22,24,24,24,22,24+2,24+2,24+2,24+2,24+2,24+2,24+2,24+2,22+2,24+2,24+2,24+2,22+2,22+2,23+2,23+2,23+2,22+2,68+2,https://cdn.sofifa.net/players/243/675/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/nl.png
6254,246139,https://sofifa.com/player/246139/ignacio-pena-sotorres/220002,Iñaki Peña,Ignacio Peña Sotorres,GK,69,80,2700000.0,29000.0,22,1999-03-02,184,78,241.0,FC Barcelona,Spain Primera Division,1.0,RES,26.0,2023.0,Spain,Right,3,1,1,Medium/Medium,Lean (170-185),No,,,,,,,10,6,11,26,5,12,12,12,24,21,33,38,49,66,51,52,64,27,54,8,17,6,5,39,17,38,9,10,11,68,66,69,67,71,35.0,24+2,24+2,24+2,22,24,24,24,22,25+2,25+2,25+2,24+2,25+2,25+2,25+2,24+2,21+2,22+2,22+2,22+2,21+2,20+2,21+2,21+2,21+2,20+2,68+2,https://cdn.sofifa.net/players/246/139/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
6807,219937,https://sofifa.com/player/219937/nils-korber/220002,N. Körber,Nils-Jonathan Körber,GK,68,73,1500000.0,10000.0,24,1996-11-13,187,83,166.0,Hertha BSC,German 1. Bundesliga,1.0,RES,12.0,2022.0,Germany,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,11,17,24,14,18,13,14,24,20,33,37,46,61,43,44,63,28,55,16,22,14,12,21,15,25,9,13,14,70,64,59,67,74,35.0,26+2,26+2,26+2,23,24,24,24,23,24+2,24+2,24+2,24+2,23+2,23+2,23+2,24+2,22+2,23+2,23+2,23+2,22+2,22+2,23+2,23+2,23+2,22+2,67+2,https://cdn.sofifa.net/players/219/937/22_120.png,https://cdn.sofifa.net/teams/166/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
6864,223603,https://sofifa.com/player/223603/fabian-bredlow/220002,F. Bredlow,Fabian Bredlow,GK,68,71,1200000.0,8000.0,26,1995-03-02,190,89,36.0,VfB Stuttgart,German 1. Bundesliga,1.0,SUB,33.0,2024.0,Germany,Left,4,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,8,5,11,17,4,14,13,14,20,23,41,36,50,68,39,47,68,20,62,7,18,11,17,28,30,41,15,12,10,70,66,62,63,71,39.0,25+2,25+2,25+2,23,25,25,25,23,24+2,24+2,24+2,23+2,23+2,23+2,23+2,23+2,21+2,22+2,22+2,22+2,21+2,21+2,23+2,23+2,23+2,21+2,67+2,https://cdn.sofifa.net/players/223/603/22_120.png,https://cdn.sofifa.net/teams/36/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/de.png
6907,225868,https://sofifa.com/player/225868/david-gil-mohedano/220002,David Gil,David Gil Mohedano,GK,68,70,1100000.0,8000.0,27,1994-01-11,186,81,1968.0,Cádiz CF,Spain Primera Division,1.0,SUB,13.0,2023.0,Spain,Left,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,30,13,20,30,16,28,31,19,20,29,48,46,32,61,55,50,60,41,66,12,25,25,12,31,21,40,15,15,16,68,70,67,65,67,47.0,30+2,30+2,30+2,30,30,30,30,30,29+2,29+2,29+2,32+2,29+2,29+2,29+2,32+2,31+2,28+2,28+2,28+2,31+2,30+2,28+2,28+2,28+2,30+2,67+2,https://cdn.sofifa.net/players/225/868/22_120.png,https://cdn.sofifa.net/teams/1968/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/flags/es.png
6986,231073,https://sofifa.com/player/231073/boris-radunovic/220002,B. Radunović,Boris Radunović,GK,68,70,1200000.0,9000.0,25,1996-05-26,194,84,1842.0,Cagliari,Italian Serie A,1.0,SUB,31.0,2025.0,Serbia,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,15,19,15,31,13,17,13,14,25,21,42,41,35,54,41,48,55,26,70,15,24,22,13,36,22,53,20,13,14,69,68,64,69,71,42.0,29+2,29+2,29+2,26,27,27,27,26,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,25+2,27+2,27+2,27+2,25+2,25+2,27+2,27+2,27+2,25+2,67+2,https://cdn.sofifa.net/players/231/073/22_120.png,https://cdn.sofifa.net/teams/1842/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/rs.png
7037,234371,https://sofifa.com/player/234371/remy-descamps/220002,R. Descamps,Rémy Descamps,GK,68,72,1300000.0,7000.0,25,1996-06-25,196,82,71.0,FC Nantes,French Ligue 1,1.0,SUB,16.0,2024.0,France,Left,3,1,1,Medium/Medium,Lean (185+),No,,,,,,,10,9,14,21,6,9,13,12,16,11,45,39,29,61,24,46,32,20,63,6,22,8,7,23,12,49,9,11,10,73,65,61,67,69,43.0,23+2,23+2,23+2,20,21,21,21,20,20+2,20+2,20+2,20+2,19+2,19+2,19+2,20+2,19+2,19+2,19+2,19+2,19+2,19+2,21+2,21+2,21+2,19+2,67+2,https://cdn.sofifa.net/players/234/371/22_120.png,https://cdn.sofifa.net/teams/71/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/fr.png
7166,240371,https://sofifa.com/player/240371/adam-jakubech/220002,A. Jakubech,Adam Jakubech,GK,68,72,1400000.0,8000.0,24,1997-01-02,188,82,65.0,LOSC Lille,French Ligue 1,1.0,RES,16.0,2022.0,Slovakia,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,7,12,25,8,14,14,13,20,15,36,44,35,63,24,48,60,29,70,6,19,10,5,39,10,51,12,10,13,71,63,64,67,69,39.0,24+2,24+2,24+2,22,24,24,24,22,24+2,24+2,24+2,24+2,23+2,23+2,23+2,24+2,22+2,23+2,23+2,23+2,22+2,22+2,23+2,23+2,23+2,22+2,67+2,https://cdn.sofifa.net/players/240/371/22_120.png,https://cdn.sofifa.net/teams/65/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/sk.png
7217,243311,https://sofifa.com/player/243311/josep-martinez-riera/220002,Josep Martínez,Josep Martínez Riera,GK,68,76,2300000.0,14000.0,23,1998-05-27,191,78,112172.0,RB Leipzig,German 1. Bundesliga,1.0,SUB,31.0,2024.0,Spain,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,12,6,11,25,6,8,11,12,22,11,24,30,32,54,22,48,37,42,58,7,24,11,11,52,18,42,15,13,15,70,68,64,67,69,26.0,21+2,21+2,21+2,19,22,22,22,19,23+2,23+2,23+2,22+2,25+2,25+2,25+2,22+2,21+2,24+2,24+2,24+2,21+2,21+2,22+2,22+2,22+2,21+2,67+2,https://cdn.sofifa.net/players/243/311/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/flags/es.png
7241,244363,https://sofifa.com/player/244363/daniel-cerantula-fuzato/220002,Daniel Fuzato,Daniel Cerântula Fuzato,GK,68,74,1500000.0,11000.0,23,1997-07-04,190,86,52.0,Roma,Italian Serie A,1.0,SUB,87.0,2022.0,Brazil,Right,3,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,15,17,21,26,8,15,9,9,28,12,31,20,32,64,20,47,37,22,55,13,17,12,9,52,21,48,8,12,11,65,67,62,70,68,27.0,25+2,25+2,25+2,23,25,25,25,23,26+2,26+2,26+2,24+2,27+2,27+2,27+2,24+2,20+2,23+2,23+2,23+2,20+2,20+2,21+2,21+2,21+2,20+2,67+2,https://cdn.sofifa.net/players/244/363/22_120.png,https://cdn.sofifa.net/teams/52/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/br.png
7261,245822,https://sofifa.com/player/245822/dogan-alemdar/220002,D. Alemdar,Doğan Alemdar,GK,68,83,2400000.0,1000.0,18,2002-10-29,189,73,74.0,Stade Rennais FC,French Ligue 1,1.0,RES,40.0,2026.0,Turkey,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,14,7,12,16,8,13,10,10,24,16,38,39,35,65,42,49,56,33,65,5,19,6,8,45,10,59,8,11,14,66,67,65,69,69,38.0,24+2,24+2,24+2,22,24,24,24,22,24+2,24+2,24+2,24+2,24+2,24+2,24+2,24+2,21+2,22+2,22+2,22+2,21+2,21+2,21+2,21+2,21+2,21+2,67+2,https://cdn.sofifa.net/players/245/822/22_120.png,https://cdn.sofifa.net/teams/74/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/flags/tr.png
7477,135587,https://sofifa.com/player/135587/niki-maenpaa/220002,N. Mäenpää,Niki Emil Antonio Mäenpää,GK,67,67,110000.0,3000.0,36,1985-01-23,190,86,205.0,Venezia FC,Italian Serie A,1.0,SUB,1.0,2023.0,Finland,Right,3,1,1,Medium/Medium,Normal (185+),Yes,,,,,,,16,12,12,31,12,17,12,13,20,16,33,40,55,66,30,47,50,38,62,14,32,16,15,33,14,39,15,9,12,68,68,62,66,65,36.0,27+2,27+2,27+2,25,26,26,26,25,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2,25+2,26+2,26+2,26+2,25+2,24+2,24+2,24+2,24+2,24+2,66+1,https://cdn.sofifa.net/players/135/587/22_120.png,https://cdn.sofifa.net/teams/205/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/fi.png
7487,157804,https://sofifa.com/player/157804/scott-carson/220002,S. Carson,Scott Carson,GK,67,67,110000.0,15000.0,35,1985-09-03,190,86,10.0,Manchester City,English Premier League,1.0,RES,33.0,2022.0,England,Right,3,1,2,Medium/Medium,Stocky (185+),Yes,,,,,,,14,19,18,25,13,17,18,16,17,20,33,37,38,62,42,49,72,28,70,20,23,19,11,44,20,38,10,15,20,66,67,65,70,64,35.0,28+2,28+2,28+2,25,27,27,27,25,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2,24+2,25+2,25+2,25+2,24+2,24+2,27+2,27+2,27+2,24+2,66+1,https://cdn.sofifa.net/players/157/804/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-eng.png
7491,163201,https://sofifa.com/player/163201/michael-mcgovern/220002,M. McGovern,Michael McGovern,GK,67,67,110000.0,6000.0,36,1984-07-12,191,89,1792.0,Norwich City,English Premier League,1.0,RES,33.0,2023.0,Northern Ireland,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,11,9,18,14,15,10,11,13,26,15,32,31,44,60,33,48,52,33,49,13,18,23,16,40,14,30,9,17,12,68,65,64,67,69,32.0,24+2,24+2,24+2,21,23,23,23,21,23+2,23+2,23+2,22+2,24+2,24+2,24+2,22+2,22+2,23+2,23+2,23+2,22+2,22+2,23+2,23+2,23+2,22+2,66+1,https://cdn.sofifa.net/players/163/201/22_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/flags/gb-nir.png
7503,171490,https://sofifa.com/player/171490/simone-aresti/220002,S. Aresti,Simone Aresti,GK,67,67,110000.0,5000.0,35,1986-03-15,188,78,1842.0,Cagliari,Italian Serie A,1.0,SUB,1.0,2022.0,Italy,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,19,12,18,36,14,11,12,19,37,22,35,40,61,63,48,46,67,26,53,18,15,20,11,38,17,51,17,18,14,66,65,61,69,65,37.0,27+2,27+2,27+2,26,27,27,27,26,29+2,29+2,29+2,27+2,30+2,30+2,30+2,27+2,26+2,28+2,28+2,28+2,26+2,26+2,26+2,26+2,26+2,26+2,66+1,https://cdn.sofifa.net/players/171/490/22_120.png,https://cdn.sofifa.net/teams/1842/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/flags/it.png
